,selling_price,km_driven,fuel,seller_type,transmission,owner,car_model,Age
1315,225000,120000,Diesel,Individual,Manual,Second Owner,Mahindra Bolero,16
1316,275000,60000,Petrol,Individual,Manual,Second Owner,Maruti Wagon,8
1317,320000,120000,Diesel,Individual,Manual,Second Owner,Tata Sumo,11
1318,75000,120000,Petrol,Individual,Manual,First Owner,Maruti Alto,15
1319,85000,50000,Petrol,Individual,Manual,Second Owner,Tata Indica,16
1320,90000,120000,Diesel,Individual,Manual,First Owner,Tata Indica,14
1321,85000,80000,Petrol,Individual,Manual,Second Owner,Maruti Wagon,16
1322,350000,80000,Diesel,Individual,Manual,Second Owner,Mahindra Scorpio,15
1323,355000,100000,Diesel,Individual,Automatic,Second Owner,Skoda Superb,14
1324,619000,1500,Petrol,Individual,Manual,First Owner,Maruti Swift,3
1326,55000,100000,Diesel,Individual,Manual,Second Owner,Tata Indica,17
1327,95000,83411,Petrol,Individual,Manual,First Owner,Ford Fiesta,17
1328,300000,120000,Diesel,Individual,Manual,Second Owner,Volkswagen Vento,12
1329,81000,83411,Petrol,Individual,Manual,First Owner,Ford Fiesta,17
1330,1000000,80000,Diesel,Individual,Automatic,Second Owner,Skoda Superb,8
1331,925000,50000,Diesel,Individual,Manual,First Owner,Maruti Ertiga,4
1332,450000,40000,Diesel,Individual,Manual,First Owner,Mahindra Bolero,8
1333,600000,13270,Diesel,Individual,Manual,First Owner,Mahindra Scorpio,9
1334,85000,100000,Petrol,Individual,Automatic,Third Owner,Hyundai Santro,17
1335,700000,50000,Diesel,Individual,Manual,First Owner,Mahindra Thar,7
1336,486000,26500,Petrol,Individual,Manual,First Owner,Hyundai Grand,6
1337,400000,90000,Diesel,Individual,Manual,First Owner,Maruti Swift,10
1338,120000,100000,Petrol,Individual,Manual,Third Owner,Ford Fiesta,15
1339,275000,35000,Petrol,Individual,Manual,First Owner,Maruti Alto,5
1340,580000,57000,Diesel,Individual,Manual,First Owner,Hyundai i20,7
1341,375000,70000,Petrol,Individual,Manual,First Owner,Maruti Swift,8
1342,229999,100000,Petrol,Individual,Manual,Third Owner,Maruti Wagon,8
1343,110000,88000,Petrol,Individual,Manual,Second Owner,Maruti Alto,13
1344,600000,60000,Diesel,Individual,Manual,First Owner,Maruti Swift,6
1345,120000,76000,Petrol,Individual,Manual,Second Owner,Maruti A-Star,14
1346,200000,100000,Diesel,Individual,Manual,Second Owner,Ford Figo,13
1347,450000,110000,Diesel,Individual,Manual,Second Owner,Hyundai Verna,11
1348,550000,80000,Diesel,Individual,Manual,Second Owner,Hyundai Verna,11
1349,220000,80000,Petrol,Individual,Manual,Second Owner,Maruti Alto,11
1350,40000,30000,Petrol,Individual,Manual,First Owner,Maruti 800,22
1351,300000,20000,Petrol,Individual,Automatic,First Owner,Renault KWID,6
1352,630000,40000,Diesel,Individual,Manual,First Owner,Mahindra Bolero,5
1353,610000,40000,Diesel,Individual,Manual,Second Owner,Maruti Swift,6
1354,660000,7000,Petrol,Individual,Manual,Second Owner,Hyundai Xcent,4
1355,220000,80000,LPG,Individual,Manual,Second Owner,Maruti Wagon,11
1356,138000,90000,Diesel,Individual,Manual,Second Owner,Nissan Micra,12
1357,210000,13770,Diesel,Individual,Manual,First Owner,Nissan Micra,10
1358,125000,34000,Petrol,Dealer,Manual,First Owner,Maruti Zen,18
1359,125000,102000,Petrol,Dealer,Manual,First Owner,Maruti Alto,15
1360,725000,110000,Diesel,Individual,Manual,First Owner,Honda City,9
1361,170000,90000,Petrol,Individual,Manual,Second Owner,Maruti Alto,12
1362,1200000,70000,Diesel,Individual,Manual,Third Owner,Toyota Innova,8
1363,70000,90000,Petrol,Individual,Manual,Second Owner,Maruti Wagon,20
1364,100000,70000,Petrol,Individual,Manual,Second Owner,Maruti Alto,16
1365,300000,80000,Petrol,Individual,Manual,Second Owner,Honda Civic,17
1366,450000,100000,Diesel,Individual,Manual,Second Owner,Maruti Swift,10
1367,530000,100000,Diesel,Individual,Manual,First Owner,Maruti Swift,8
1368,100000,143000,Petrol,Individual,Manual,Third Owner,Maruti Zen,16
1369,350000,115000,Petrol,Individual,Manual,Second Owner,Honda City,13
1370,165000,100000,Diesel,Individual,Manual,Second Owner,Tata Manza,12
1371,475000,120000,Diesel,Individual,Manual,Second Owner,Maruti Swift,4
1372,350000,42000,Diesel,Individual,Manual,First Owner,Mahindra Xylo,10
1373,229999,38000,Petrol,Individual,Manual,First Owner,Renault KWID,7
1374,800000,35000,Diesel,Individual,Manual,First Owner,others,5
1375,475000,120000,Diesel,Individual,Manual,Second Owner,Maruti Swift,9
1376,425000,136906,Diesel,Individual,Manual,First Owner,Nissan Terrano,9
1377,660000,97000,Diesel,Individual,Manual,Second Owner,Maruti Ciaz,8
1378,610000,10000,Petrol,Individual,Automatic,First Owner,Honda Amaze,4
1379,240000,50000,Petrol,Individual,Manual,Third Owner,Honda Brio,10
1380,70000,60000,Petrol,Individual,Manual,Second Owner,Maruti Esteem,18
1381,550000,120000,Diesel,Individual,Manual,First Owner,Toyota Corolla,12
1382,100000,120000,Petrol,Individual,Manual,Second Owner,Tata Indica,13
1383,350000,90000,Diesel,Individual,Manual,Second Owner,Mahindra Bolero,13
1384,200000,120000,Petrol,Individual,Manual,First Owner,Hyundai EON,10
1385,720000,3000,Petrol,Individual,Automatic,First Owner,Hyundai Elite,4
1386,350000,133000,Diesel,Individual,Manual,First Owner,Maruti Ritz,9
1387,400000,25000,Petrol,Individual,Manual,First Owner,Maruti Wagon,7
1388,570000,35000,Petrol,Individual,Manual,First Owner,Hyundai i20,6
1389,130000,70000,Petrol,Individual,Manual,First Owner,Maruti Omni,8
1390,210000,52000,Petrol,Individual,Manual,First Owner,Maruti Alto,7
1391,800000,52000,Diesel,Individual,Manual,First Owner,Hyundai Creta,5
1392,700000,39000,Diesel,Individual,Manual,First Owner,Honda Jazz,6
1393,200000,28689,Diesel,Individual,Manual,First Owner,Tata Indica,12
1394,495000,90000,Diesel,Individual,Manual,Second Owner,others,9
1395,325000,80322,Diesel,Dealer,Manual,First Owner,Ford Fiesta,9
1396,650000,8000,Petrol,Individual,Manual,First Owner,others,4
1398,75000,90000,Petrol,Individual,Manual,Second Owner,Maruti 800,16
1399,350000,61658,Diesel,Dealer,Manual,First Owner,Hyundai Grand,8
1400,90000,50000,Petrol,Individual,Manual,Third Owner,Maruti Zen,13
1401,600000,80000,Diesel,Individual,Manual,First Owner,Maruti Ertiga,7
1403,370000,57000,Diesel,Individual,Manual,Second Owner,Maruti Swift,9
1405,125000,120000,Petrol,Individual,Manual,Second Owner,Honda City,19
1407,650000,20000,Petrol,Individual,Automatic,First Owner,Hyundai Grand,4
1408,800000,30600,Petrol,Individual,Automatic,First Owner,Maruti Ertiga,6
1409,802000,5000,Petrol,Individual,Manual,First Owner,Volkswagen Polo,3
1411,430000,35000,Diesel,Individual,Manual,First Owner,Hyundai Xcent,7
1412,650000,23000,Petrol,Individual,Manual,First Owner,Hyundai Verna,6
1413,170000,120000,Diesel,Individual,Manual,First Owner,Mahindra Scorpio,19
1415,250000,87000,Petrol,Individual,Manual,First Owner,Maruti Alto,10
1416,550000,72000,Petrol,Individual,Manual,Second Owner,Ford Ecosport,9
1418,140000,100000,Petrol,Individual,Manual,Second Owner,Maruti Zen,16
1419,155000,12000,Petrol,Individual,Manual,First Owner,Chevrolet Beat,11
1420,120000,67000,Petrol,Individual,Manual,Third Owner,Hyundai Accent,13
1421,287000,70000,Diesel,Individual,Manual,First Owner,Toyota Innova,11
1422,675000,60000,Diesel,Individual,Manual,First Owner,Maruti Baleno,7
1423,235000,74500,Petrol,Individual,Manual,Second Owner,Hyundai i10,12
1424,300000,118700,Diesel,Individual,Manual,Second Owner,Hyundai i20,12
1425,434999,40000,Petrol,Individual,Automatic,Second Owner,Nissan Micra,8
1427,160000,140000,Petrol,Individual,Manual,Second Owner,Toyota Corolla,17
1428,600000,5000,Petrol,Individual,Manual,First Owner,Hyundai Grand,3
1429,470000,100000,Diesel,Individual,Manual,Second Owner,Chevrolet Tavera,7
1430,300000,100000,Petrol,Individual,Manual,Second Owner,Maruti Swift,12
1431,600000,2000,Petrol,Individual,Manual,First Owner,Maruti Baleno,5
1432,640000,4000,Petrol,Individual,Automatic,First Owner,Hyundai Grand,3
1433,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner,Tata Indica,17
1434,600000,35000,Petrol,Individual,Manual,First Owner,Hyundai Verna,8
1435,290000,29000,LPG,Individual,Manual,First Owner,Hyundai i10,9
1436,600000,30000,Petrol,Individual,Manual,First Owner,Hyundai Verna,8
1437,190000,120000,Diesel,Individual,Manual,First Owner,Tata Manza,11
1438,160000,110000,Petrol,Individual,Manual,Third Owner,Hyundai i10,15
1439,325000,15000,Petrol,Individual,Manual,First Owner,Maruti Alto,6
1440,200000,73756,Diesel,Individual,Manual,First Owner,Mahindra Bolero,17
1442,125000,60000,Petrol,Individual,Manual,Third Owner,Chevrolet Spark,12
1443,155000,60000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai i10,15
1444,550000,90000,Diesel,Individual,Manual,First Owner,Hyundai i20,8
1445,130000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti Wagon,14
1446,80000,70000,Petrol,Individual,Manual,Second Owner,Maruti 800,21
1447,500000,80000,Diesel,Individual,Manual,Second Owner,Toyota Etios,8
1448,250000,27000,Petrol,Individual,Manual,First Owner,Renault KWID,4
1449,580000,70000,Diesel,Individual,Manual,First Owner,Mahindra XUV500,11
1450,60000,50000,Petrol,Individual,Manual,First Owner,others,21
1452,200000,90000,Diesel,Individual,Manual,Second Owner,Ford Figo,9
1453,1200000,16400,Diesel,Individual,Manual,First Owner,others,6
1454,350000,80000,Diesel,Individual,Manual,Second Owner,Toyota Etios,8
1455,600000,80000,Diesel,Individual,Manual,Second Owner,Mahindra XUV500,11
1456,650000,4000,Petrol,Individual,Manual,First Owner,Honda Jazz,4
1457,120000,40000,Petrol,Individual,Manual,First Owner,Maruti A-Star,15
1458,180000,120000,Diesel,Individual,Manual,Second Owner,Tata New,13
1459,950000,41395,Petrol,Individual,Automatic,First Owner,Hyundai Verna,5
1460,250999,35000,Diesel,Individual,Manual,Second Owner,Tata Manza,11
1463,165000,50000,Petrol,Individual,Manual,First Owner,Chevrolet Beat,10
1464,700000,48000,Petrol,Dealer,Manual,First Owner,others,8
1465,750000,53000,Diesel,Dealer,Manual,First Owner,Mahindra XUV500,8
1467,290000,15000,Petrol,Dealer,Automatic,First Owner,others,5
1468,45000,7000,Petrol,Individual,Manual,Second Owner,Tata Nano,9
1469,675000,88000,Diesel,Dealer,Automatic,First Owner,Skoda Superb,10
1470,530000,55000,Diesel,Dealer,Manual,First Owner,Nissan Terrano,8
1472,325000,71014,Diesel,Dealer,Manual,First Owner,others,9
1473,400000,60000,Diesel,Dealer,Manual,First Owner,Honda Amaze,8
1474,380000,71000,Diesel,Dealer,Manual,First Owner,Mahindra KUV,6
1475,750000,45000,Petrol,Dealer,Automatic,First Owner,Honda City,7
1476,390000,45000,Petrol,Dealer,Manual,First Owner,Honda Brio,6
1480,370000,60000,Diesel,Dealer,Manual,First Owner,others,8
1481,210000,80000,Diesel,Individual,Manual,Second Owner,Chevrolet Beat,10
1483,575000,89550,Diesel,Individual,Manual,Second Owner,Hyundai Verna,11
1484,320000,90000,Diesel,Individual,Manual,Third Owner,Mahindra Xylo,13
1485,280000,149500,Diesel,Individual,Manual,Third Owner,Maruti Swift,13
1487,380000,83000,Diesel,Dealer,Manual,First Owner,Ford Fiesta,10
1488,120000,20000,Petrol,Individual,Manual,Second Owner,Maruti 800,18
1489,395000,20000,Petrol,Individual,Manual,First Owner,Maruti Eeco,5
1490,360000,160000,Diesel,Individual,Manual,First Owner,Skoda Laura,13
1491,451000,100000,Diesel,Individual,Manual,First Owner,Nissan Terrano,8
1492,175000,45000,Petrol,Individual,Manual,Second Owner,Chevrolet Spark,13
1493,170000,44800,Petrol,Individual,Manual,Second Owner,Chevrolet Spark,14
1494,100000,40000,Petrol,Individual,Manual,Second Owner,Hyundai Santro,17
1495,150000,120000,Petrol,Individual,Manual,Third Owner,Maruti Omni,9
1496,149000,10000,Diesel,Individual,Manual,Second Owner,Tata Indica,12
1497,160000,80000,Diesel,Individual,Manual,Second Owner,Tata Indica,12
1499,800000,156000,Diesel,Individual,Manual,First Owner,Mahindra XUV500,9
1500,819999,120000,Diesel,Individual,Manual,Second Owner,Toyota Innova,13
1501,163000,100000,Petrol,Individual,Manual,Second Owner,Maruti Baleno,16
1502,350000,100000,Diesel,Individual,Manual,Second Owner,others,22
1503,75000,100000,Petrol,Individual,Manual,Second Owner,Tata Indica,17
1504,180000,60000,Petrol,Individual,Manual,Second Owner,Maruti Alto,11
1505,675000,30000,Diesel,Individual,Manual,First Owner,Ford Figo,6
1507,434999,100000,Diesel,Individual,Manual,Second Owner,Volkswagen Polo,10
1508,100000,110000,Petrol,Individual,Manual,Second Owner,Tata Indigo,17
1510,200000,100000,Petrol,Individual,Manual,First Owner,Tata Indica,14
1511,400000,35000,Diesel,Individual,Manual,First Owner,others,9
1512,790000,40000,Diesel,Individual,Manual,Second Owner,Ford EcoSport,5
1513,500000,90000,Diesel,Individual,Manual,Second Owner,Renault Duster,8
1514,275000,120000,Diesel,Individual,Manual,Second Owner,Skoda Rapid,11
1515,450000,120000,Diesel,Individual,Manual,Second Owner,Hyundai i20,11
1526,360000,33000,Petrol,Dealer,Manual,First Owner,Maruti Wagon,7
1527,210000,25000,Petrol,Individual,Manual,First Owner,Maruti Alto,13
1528,220000,66000,Petrol,Dealer,Manual,First Owner,Maruti Alto,9
1529,250000,48000,Petrol,Individual,Manual,First Owner,Chevrolet Aveo,14
1530,990000,146000,Diesel,Dealer,Manual,First Owner,Toyota Innova,7
1531,220000,100000,Diesel,Individual,Manual,Fourth & Above Owner,Mahindra Quanto,10
1533,530000,50000,Petrol,Individual,Manual,First Owner,Honda City,9
1534,575000,50000,Diesel,Individual,Manual,First Owner,Maruti Baleno,7
1535,400000,99000,Diesel,Dealer,Manual,First Owner,Mahindra Xylo,11
1536,680000,50000,Diesel,Individual,Manual,First Owner,Honda Mobilio,7
1537,1000000,80000,Diesel,Individual,Automatic,First Owner,others,9
1538,260000,45000,Petrol,Individual,Manual,Second Owner,Maruti Alto,7
1539,150000,50000,Petrol,Individual,Manual,Second Owner,Tata Manza,13
1540,180000,70000,Petrol,Individual,Manual,Third Owner,Maruti Alto,15
1541,346000,37516,Diesel,Individual,Manual,First Owner,others,9
1542,450000,20000,Diesel,Individual,Manual,First Owner,Mahindra Xylo,8
1543,500000,5000,Petrol,Individual,Manual,First Owner,Hyundai Grand,4
1544,700000,8000,Diesel,Individual,Manual,First Owner,Hyundai Grand,4
1545,280000,25880,Petrol,Individual,Manual,First Owner,Maruti Alto,4
1546,475000,10000,Petrol,Individual,Automatic,First Owner,Hyundai Santro,4
1547,300000,50000,Diesel,Individual,Manual,First Owner,Maruti Swift,14
1548,200999,40000,Petrol,Individual,Manual,First Owner,Maruti Alto,9
1549,200000,100000,Diesel,Individual,Manual,Third Owner,Skoda Laura,14
1550,210000,80000,Petrol,Individual,Manual,Second Owner,Chevrolet Aveo,14
1551,160000,110000,Diesel,Individual,Manual,First Owner,Tata Indigo,11
1552,175000,136000,Diesel,Individual,Manual,Second Owner,Hyundai Verna,14
1553,320000,80000,Diesel,Individual,Manual,First Owner,Tata New,11
1554,110000,50000,Petrol,Individual,Manual,Second Owner,Maruti Alto,14
1555,300000,30000,Petrol,Individual,Manual,First Owner,Maruti Wagon,15
1556,700000,10000,Petrol,Individual,Manual,First Owner,Honda City,11
1557,135000,90000,Diesel,Individual,Manual,Fourth & Above Owner,Tata Indica,14
1558,500000,110000,Diesel,Individual,Manual,First Owner,Mahindra Bolero,8
1559,550000,120000,Diesel,Individual,Manual,Second Owner,Mahindra Scorpio,11
1560,1050000,90000,Diesel,Individual,Manual,Third Owner,Toyota Innova,9
1561,500000,20000,Petrol,Individual,Manual,First Owner,Honda City,7
1562,180000,90000,Diesel,Individual,Manual,Second Owner,Maruti Ritz,12
1563,170000,50000,Petrol,Individual,Manual,Second Owner,Hyundai Santro,13
1564,484999,9000,Petrol,Individual,Manual,First Owner,Honda Brio,4
1565,150000,70000,Petrol,Individual,Manual,Second Owner,Maruti A-Star,12
1566,380000,25000,Petrol,Individual,Manual,First Owner,Maruti Alto,5
1567,480000,10000,Petrol,Individual,Manual,First Owner,Hyundai Santro,4
1569,290000,60000,Diesel,Individual,Manual,Second Owner,Volkswagen Polo,12
1570,350000,70000,Petrol,Individual,Manual,First Owner,Fiat Linea,10
1571,110000,25000,Petrol,Individual,Manual,First Owner,Maruti Alto,9
1572,70000,80000,Petrol,Individual,Manual,Third Owner,Hyundai Santro,20
1573,300000,70000,Petrol,Individual,Automatic,Third Owner,Volkswagen Vento,12
1574,180000,60000,Petrol,Individual,Manual,First Owner,Maruti Alto,6
1575,300000,20000,Petrol,Individual,Manual,First Owner,Renault KWID,3
1576,509000,60000,Petrol,Individual,Manual,First Owner,Maruti Baleno,6
1577,650000,80000,Diesel,Individual,Manual,First Owner,Maruti SX4,7
1578,450000,70000,Diesel,Individual,Manual,Third Owner,Maruti Swift,8
1580,210000,100000,Diesel,Individual,Manual,Second Owner,Mahindra Scorpio,16
1581,360000,80000,Diesel,Individual,Manual,Second Owner,Hyundai i20,10
1582,495000,120000,Diesel,Individual,Manual,Second Owner,Toyota Innova,12
1583,105000,100000,Petrol,Individual,Manual,Third Owner,Maruti Alto,17
1584,270000,60000,Petrol,Individual,Manual,Third Owner,Hyundai i20,13
1585,130000,110000,Petrol,Individual,Manual,First Owner,Ford Figo,13
1586,700000,90000,Diesel,Individual,Manual,Second Owner,Honda City,9
1587,400000,40000,Diesel,Individual,Manual,First Owner,Chevrolet Cruze,11
1588,250000,60000,Petrol,Individual,Manual,Second Owner,Maruti Swift,14
1589,325000,94000,Diesel,Individual,Manual,Second Owner,Honda Amaze,10
1590,69000,100000,Petrol,Individual,Manual,First Owner,Maruti Alto,15
1592,90000,90000,Petrol,Individual,Manual,First Owner,Maruti Zen,16
1593,1000000,40000,Diesel,Individual,Manual,First Owner,Mahindra XUV500,7
1594,145000,90000,CNG,Individual,Manual,Second Owner,Hyundai Accent,13
1595,250000,1100,Petrol,Individual,Manual,Fourth & Above Owner,Maruti Alto,3
1596,256000,70000,Diesel,Individual,Manual,Third Owner,Maruti Swift,12
1597,70000,120000,Diesel,Individual,Manual,First Owner,Tata Indica,18
1599,240000,70000,Petrol,Individual,Manual,Second Owner,Renault KWID,7
1600,97000,128000,Petrol,Individual,Manual,First Owner,Tata Indica,13
1601,130000,120000,Diesel,Individual,Manual,First Owner,Tata Indigo,11
1602,199000,52536,Petrol,Individual,Manual,First Owner,Maruti Swift,14
1603,125000,70000,Petrol,Individual,Automatic,First Owner,Honda Civic,17
1604,420000,60000,Diesel,Individual,Manual,First Owner,Hyundai Xcent,8
1605,525000,110000,Diesel,Individual,Manual,First Owner,others,7
1606,125000,85000,Petrol,Individual,Manual,First Owner,Hyundai Santro,15
1607,325000,135000,Diesel,Individual,Manual,First Owner,Hyundai Verna,13
1608,330000,86000,Diesel,Individual,Manual,Fourth & Above Owner,Volkswagen Vento,11
1609,110000,50000,Petrol,Individual,Manual,First Owner,Maruti Wagon,13
1610,450000,1950,Petrol,Individual,Manual,First Owner,others,4
1611,85000,118400,Petrol,Individual,Manual,First Owner,Maruti Swift,18
1612,229999,70000,Petrol,Individual,Manual,Second Owner,Honda Civic,16
1613,250000,60000,Petrol,Individual,Manual,Second Owner,Hyundai i10,11
1614,650000,68000,Diesel,Individual,Manual,First Owner,Ford Ecosport,8
1616,650000,6480,Petrol,Trustmark Dealer,Manual,First Owner,Toyota Etios,6
1617,750000,32077,Diesel,Trustmark Dealer,Manual,First Owner,Maruti Vitara,6
1618,850000,19107,Petrol,Trustmark Dealer,Manual,First Owner,others,5
1619,315000,18469,Petrol,Trustmark Dealer,Manual,First Owner,Hyundai EON,6
1620,415000,28217,Petrol,Trustmark Dealer,Manual,First Owner,Maruti Swift,8
1621,640000,72787,Diesel,Trustmark Dealer,Manual,First Owner,Maruti Ciaz,7
1622,780000,31063,Petrol,Trustmark Dealer,Manual,First Owner,Maruti Ciaz,6
